TractFIPS,y_variable,y_true,y_pred,City
06037111206.0,LPA,16.2,18.471066511196316,Los Angeles
06037111206.0,SLEEP,29.6,31.70715245906533,Los Angeles
06037111206.0,MHLTH,12.5,14.282512537525474,Los Angeles
06037111206.0,PHLTH,9.6,10.359147403495161,Los Angeles
06037111206.0,ACCESS2,6.2,9.830376061550608,Los Angeles
06037111206.0,CHECKUP,66.6,65.36866229393108,Los Angeles
06037111206.0,CHOLSCREEN,89.9,87.38829786744094,Los Angeles
06037111206.0,DENTAL,70.6,68.9301890262079,Los Angeles
25025130402.0,ARTHRITIS,24.2,25.097053679349003,Boston
25025130402.0,BPHIGH,27.9,34.97601575006866,Boston
25025130402.0,CANCER,8.2,6.084956497278572,Boston
25025130402.0,CASTHMA,10.0,11.396694063597515,Boston
25025130402.0,CHD,5.4,4.795704541776736,Boston
25025130402.0,COPD,5.4,6.774733177043471,Boston
25025130402.0,DIABETES,8.0,11.148800113694321,Boston
25025130402.0,HIGHCHOL,33.9,32.326971650722555,Boston
25025130402.0,KIDNEY,2.9,3.6570980223400964,Boston
25025130402.0,OBESITY,21.8,28.302475776428487,Boston
25025130402.0,STROKE,2.7,3.520083704321503,Boston
25025130402.0,BINGE,18.3,15.84749150886772,Boston
25025130402.0,CSMOKING,10.5,13.555056950816963,Boston
25025130402.0,LPA,19.3,25.077151791073273,Boston
25025130402.0,SLEEP,29.3,35.211419848613744,Boston
25025130402.0,MHLTH,13.0,16.03610605308077,Boston
25025130402.0,PHLTH,8.5,10.02917284634677,Boston
25025130402.0,ACCESS2,3.5,7.741483026774949,Boston
25025130402.0,CHECKUP,74.0,75.48603356345568,Boston
25025130402.0,CHOLSCREEN,89.7,86.8557095545011,Boston
25025130402.0,DENTAL,74.4,62.902714620026686,Boston
24510090200.0,ARTHRITIS,27.4,30.08102121162805,Baltimore
24510090200.0,BPHIGH,39.0,40.76921129537699,Baltimore
24510090200.0,CANCER,6.5,5.682650087199182,Baltimore
24510090200.0,CASTHMA,11.6,13.178280416143721,Baltimore
24510090200.0,CHD,5.4,5.649675462903654,Baltimore
24510090200.0,COPD,5.4,7.559352736377928,Baltimore
24510090200.0,DIABETES,12.5,16.482456711748444,Baltimore
24510090200.0,HIGHCHOL,33.6,32.54390176829386,Baltimore
24510090200.0,KIDNEY,3.6,4.050515565227176,Baltimore
24510090200.0,OBESITY,35.4,40.055616073771326,Baltimore
24510090200.0,STROKE,3.9,4.977360200013671,Baltimore
24510090200.0,BINGE,14.7,13.085383865194563,Baltimore
24510090200.0,CSMOKING,14.4,20.501306024735076,Baltimore
24510090200.0,LPA,24.0,32.7394847051135,Baltimore
24510090200.0,SLEEP,39.1,43.3090757618028,Baltimore
24510090200.0,MHLTH,14.5,18.984352663880816,Baltimore
24510090200.0,PHLTH,10.2,13.544908622509341,Baltimore
24510090200.0,ACCESS2,7.6,9.49931704035889,Baltimore
24510090200.0,CHECKUP,77.3,76.64974386310669,Baltimore
24510090200.0,CHOLSCREEN,90.7,87.53159705204864,Baltimore
24510090200.0,DENTAL,63.0,51.479066415394506,Baltimore
36061022200.0,ARTHRITIS,17.8,18.551382944273215,New York
36061022200.0,BPHIGH,28.4,28.687228794982577,New York
36061022200.0,CANCER,4.2,4.4948198115879805,New York
36061022200.0,CASTHMA,12.6,10.919312686795111,New York
36061022200.0,CHD,3.9,4.959345764981209,New York
36061022200.0,COPD,5.1,5.425280703573555,New York
36061022200.0,DIABETES,10.1,10.034730536309869,New York
36061022200.0,HIGHCHOL,30.1,29.9296356986632,New York
36061022200.0,KIDNEY,2.8,2.8580726881185905,New York
36061022200.0,OBESITY,26.8,27.899045758467864,New York
36061022200.0,STROKE,2.8,2.8038641649162526,New York
36061022200.0,BINGE,19.1,17.690460283419654,New York
36061022200.0,CSMOKING,16.1,12.191354232252342,New York
36061022200.0,LPA,24.4,27.163448358479837,New York
36061022200.0,SLEEP,38.8,35.58475033812735,New York
36061022200.0,MHLTH,17.4,14.589725961889954,New York
36061022200.0,PHLTH,10.3,9.398024757082538,New York
36061022200.0,ACCESS2,8.7,8.495720035043407,New York
36061022200.0,CHECKUP,75.4,75.78057561027347,New York
36061022200.0,CHOLSCREEN,85.9,86.7956748026037,New York
36061022200.0,DENTAL,59.9,62.500679923431356,New York
42101036900.0,ARTHRITIS,6.3,19.32212233120689,Philadelphia
42101036900.0,BPHIGH,11.4,23.736230958844857,Philadelphia
42101036900.0,CANCER,1.2,6.114001902967605,Philadelphia
42101036900.0,CASTHMA,12.6,11.206697460960003,Philadelphia
42101036900.0,CHD,1.5,3.683741431486598,Philadelphia
42101036900.0,COPD,2.9,5.00286974585334,Philadelphia
42101036900.0,DIABETES,3.2,7.919520280897963,Philadelphia
42101036900.0,HIGHCHOL,14.4,29.92392348053336,Philadelphia
42101036900.0,KIDNEY,1.1,2.4319491844709176,Philadelphia
42101036900.0,OBESITY,19.1,26.26775821363997,Philadelphia
42101036900.0,STROKE,1.0,2.635342273040958,Philadelphia
42101036900.0,BINGE,20.3,17.188495252397956,Philadelphia
42101036900.0,CSMOKING,12.1,15.788909733857894,Philadelphia
42101036900.0,LPA,24.4,22.69228608361977,Philadelphia
42101036900.0,SLEEP,34.7,33.05559575035433,Philadelphia
42101036900.0,MHLTH,27.5,17.27641527246218,Philadelphia
42101036900.0,PHLTH,8.0,10.570274794655273,Philadelphia
42101036900.0,ACCESS2,9.1,9.873416824956962,Philadelphia
42101036900.0,CHECKUP,66.9,72.89086934612587,Philadelphia
42101036900.0,CHOLSCREEN,61.1,78.0011762332772,Philadelphia
42101036900.0,DENTAL,56.1,56.303812921730696,Philadelphia
17031063302.0,ARTHRITIS,11.0,17.064435142812936,Chicago
17031063302.0,BPHIGH,15.3,24.32560534224817,Chicago
17031063302.0,CANCER,4.1,5.103020828573113,Chicago
17031063302.0,CASTHMA,8.3,9.294292236311245,Chicago
17031063302.0,CHD,2.2,4.117501431391691,Chicago
17031063302.0,COPD,2.1,4.31221269862443,Chicago
17031063302.0,DIABETES,3.9,5.899241200294127,Chicago
17031063302.0,HIGHCHOL,21.4,29.379607566032174,Chicago
17031063302.0,KIDNEY,1.5,2.397243623907632,Chicago
17031063302.0,OBESITY,21.6,25.809448156101162,Chicago
17031063302.0,STROKE,1.2,2.2341366172839754,Chicago
17031063302.0,BINGE,23.5,18.438349149657494,Chicago
17031063302.0,CSMOKING,5.7,10.442504579458744,Chicago
17031063302.0,LPA,12.4,16.779722394920316,Chicago
17031063302.0,SLEEP,26.6,30.345400818400826,Chicago
17031063302.0,MHLTH,12.2,13.20972006688937,Chicago
17031063302.0,PHLTH,5.0,8.144696428745268,Chicago
17031063302.0,ACCESS2,3.7,5.86057923304548,Chicago
17031063302.0,CHECKUP,71.7,75.60870898142284,Chicago
17031063302.0,CHOLSCREEN,81.1,81.87168618569564,Chicago
17031063302.0,DENTAL,77.5,71.07236039759363,Chicago
42101009000.0,ARTHRITIS,7.3,20.750228409581517,Philadelphia
42101009000.0,BPHIGH,12.8,25.920023795959388,Philadelphia
42101009000.0,CANCER,1.3,6.117616184296941,Philadelphia
42101009000.0,CASTHMA,13.0,10.864569740310127,Philadelphia
42101009000.0,CHD,1.8,4.376212426463892,Philadelphia
42101009000.0,COPD,3.7,5.663179745803355,Philadelphia
42101009000.0,DIABETES,3.7,10.259353394963039,Philadelphia
42101009000.0,HIGHCHOL,15.6,28.76681424231116,Philadelphia
42101009000.0,KIDNEY,1.2,2.62792728495942,Philadelphia
42101009000.0,OBESITY,21.5,27.564534896604417,Philadelphia
42101009000.0,STROKE,1.1,2.692910800616983,Philadelphia
42101009000.0,BINGE,22.1,18.312276328728167,Philadelphia
42101009000.0,CSMOKING,14.6,14.889149474665757,Philadelphia
42101009000.0,LPA,25.5,21.763259111360824,Philadelphia
42101009000.0,SLEEP,34.3,35.516337700138244,Philadelphia
42101009000.0,MHLTH,29.5,18.57318604199107,Philadelphia
42101009000.0,PHLTH,9.3,10.564717803671025,Philadelphia
42101009000.0,ACCESS2,10.2,9.22603359598113,Philadelphia
42101009000.0,CHECKUP,66.1,70.40820184454226,Philadelphia
42101009000.0,CHOLSCREEN,57.6,81.67599526548352,Philadelphia
42101009000.0,DENTAL,53.6,63.182884710582215,Philadelphia
36005040100.0,ARTHRITIS,17.1,17.237658483421516,New York
36005040100.0,BPHIGH,30.1,26.890633707542342,New York
36005040100.0,CANCER,3.6,4.6396299283953555,New York
36005040100.0,CASTHMA,13.0,11.470414958338397,New York
36005040100.0,CHD,5.6,4.621387625343617,New York
36005040100.0,COPD,7.2,5.460730160112465,New York
36005040100.0,DIABETES,15.7,11.929933139707575,New York
36005040100.0,HIGHCHOL,30.1,30.860638827264722,New York
36005040100.0,KIDNEY,3.5,3.119951630503912,New York
36005040100.0,OBESITY,37.0,24.608736752788534,New York
36005040100.0,STROKE,3.5,2.7832566537199996,New York
36005040100.0,BINGE,13.5,18.09501920527766,New York
36005040100.0,CSMOKING,20.7,15.128064491531735,New York
36005040100.0,LPA,42.1,26.31344904894463,New York
36005040100.0,SLEEP,37.8,34.031881299571104,New York
36005040100.0,MHLTH,19.8,15.408421418504489,New York
36005040100.0,PHLTH,16.1,11.662075898802193,New York
36005040100.0,ACCESS2,24.1,15.594101135791993,New York
36005040100.0,CHECKUP,74.1,74.95978668763902,New York
36005040100.0,CHOLSCREEN,79.4,85.07817951610367,New York
36005040100.0,DENTAL,46.4,57.16743848658169,New York
36047011000.0,ARTHRITIS,15.2,16.79481702021636,New York
36047011000.0,BPHIGH,24.5,23.745066281084046,New York
36047011000.0,CANCER,3.5,4.256316064343796,New York
36047011000.0,CASTHMA,10.0,10.11774512321529,New York
36047011000.0,CHD,4.9,4.0688311810896955,New York
36047011000.0,COPD,5.9,4.5241677530378155,New York
36047011000.0,DIABETES,12.8,10.121442712819567,New York
36047011000.0,HIGHCHOL,33.9,31.939877686384303,New York
36047011000.0,KIDNEY,2.8,2.596888504407219,New York
36047011000.0,OBESITY,25.2,24.53516429264559,New York
36047011000.0,STROKE,2.8,2.589198920051944,New York
36047011000.0,BINGE,15.4,17.743516038231483,New York
36047011000.0,CSMOKING,18.9,13.11936554403069,New York
36047011000.0,LPA,39.0,27.5964365723012,New York
36047011000.0,SLEEP,38.0,35.31582617804258,New York
36047011000.0,MHLTH,18.7,15.873768081271313,New York
36047011000.0,PHLTH,12.6,8.893657391180733,New York
36047011000.0,ACCESS2,20.6,10.180880361292601,New York
36047011000.0,CHECKUP,70.4,74.28841906885856,New York
36047011000.0,CHOLSCREEN,79.0,85.5110241601851,New York
36047011000.0,DENTAL,42.9,56.15450877153288,New York
06037222100.0,ARTHRITIS,16.6,16.811544138183937,Los Angeles
06037222100.0,BPHIGH,27.7,27.167250930685565,Los Angeles
06037222100.0,CANCER,3.8,3.8572524549605136,Los Angeles
06037222100.0,CASTHMA,10.7,10.906914704939531,Los Angeles
06037222100.0,CHD,4.2,4.536545940604259,Los Angeles
06037222100.0,COPD,5.0,5.647268737188659,Los Angeles
06037222100.0,DIABETES,12.9,12.859496038769038,Los Angeles
06037222100.0,HIGHCHOL,32.3,33.79296495035579,Los Angeles
06037222100.0,KIDNEY,3.1,3.0729683597007016,Los Angeles
06037222100.0,OBESITY,33.9,33.24799743540952,Los Angeles
06037222100.0,STROKE,3.1,3.0198988371039746,Los Angeles
06037222100.0,BINGE,15.0,15.056069131968313,Los Angeles
06037222100.0,CSMOKING,12.8,14.780328850388216,Los Angeles
06037222100.0,LPA,26.1,28.24310244463476,Los Angeles
06037222100.0,SLEEP,35.8,35.3217205862541,Los Angeles
06037222100.0,MHLTH,17.9,19.46672105903435,Los Angeles
06037222100.0,PHLTH,13.0,14.237348155052906,Los Angeles
